#,Kana,Kanji,Type,Definition/s
2846,たとえる,例える,v1,"to compare, to liken, to speak figuratively, to illustrate, to use a simile"
2847,たな,棚,n,"shelves, rack"
2848,たに,谷,n,valley
2849,たにん,他人,n,"another person, unrelated person, outsider, stranger"
2850,たね,種,n,"(1) seed, (2) material, (3) cause, source"
2851,たのしい,楽しい,adj,"enjoyable, fun"
2852,たのしみ,楽しみ,"adj-na,n","enjoyment, pleasure"
2853,たのしむ,楽む,,
2854,たのむ,頼む,v5m,"to request, to beg, to ask"
2855,たのもしい,頼もしい,adj,"reliable, trustworthy, hopeful, promising"
2856,たば,束,n,"handbreadth, bundle"
2857,たばこ,,n,"tobacco (pt: tabaco), cigarettes"
2858,たび,足袋,n,"tabi, Japanese socks (with split toe)"
2859,たび,度,"n,n-suf",counter for occurrences
2860,たび,旅,"n,vs","travel, trip, journey"
2861,たびたび,,adv,"often, repeatedly, frequently"
2862,ダブル,,n,double
2863,たぶん,多分,"adv,n","perhaps, probably"
2864,たべる,食べる,v1,to eat
2865,たま,玉,"n,n-suf","ball, sphere, coin"
2866,たま,球,n,"globe, sphere, ball"
2867,たま,弾,n,"bullet, shot, shell"
2868,たま,偶,"adj-no,n","even number, couple, man and wife, friend"
2869,たまご,卵,n,"(1) egg(s), spawn, roe, (2) (an expert) in the making"
2870,だます,,v5s,"to trick, to cheat, to deceive"
2871,たまたま,偶々,adv,"casually, unexpectedly, accidentally, by chance"
2872,たまに,,"adv,suf","occasionally, once in a while"
2873,たまらない,,"adj,exp","intolerable, unbearable, unendurable"
2874,たまる,溜まる,v5r,"to collect, to gather, to save"
2875,だまる,黙る,v5r,to be silent
2876,ダム,,n,dumb
2877,ため,為,n,"good, advantage, benefit, welfare"
2878,だめ,駄目,"adj-na,n","useless, no good, hopeless"
2879,ためいき,溜息,n,a sigh
2880,ためし,試し,n,"trial, test"
2881,ためす,試す,v5s,"to attempt, to test"
2882,ためらう,,v5u,to hesitate
2883,ためる,溜める,v1,"to amass, to accumulate"
2884,たより,便り,n,"news, tidings, information, correspondence, letter"
2885,たよる,頼る,v5r,"to rely on, to have recourse to, to depend on"
2886,~だらけ,,,
2887,だらしない,,adj,"slovenly, loose, a slut"
2888,たりる,足りる,v1,"to be sufficient, to be enough"
2889,たる,足る,v5r,"to be sufficient, to be enough"
2890,だれ,誰,n,who
2891,だれか,誰か,n,"someone, somebody"
2892,たん~,短~,,
2893,だん,段,n,"step, stair, flight of steps, grade, rank, level"
2894,~だん,~団,,
2895,たんい,単位,n,"unit, denomination, credit (in school)"
2896,だんかい,段階,n,"gradation, grade, stage"
2897,たんき,短期,n,short term
2898,たんご,単語,n,"word, vocabulary, (usually) single-character word"
2899,たんこう,炭鉱,n,"coal mine, coal pit"
2900,だんし,男子,n,"youth, young man"
2901,たんじゅん,単純,"adj-na,n",simplicity
2902,たんしょ,短所,n,"(1) defect, demerit, weak point, (2) disadvantage"
2903,たんじょう,誕生,"n,vs",birth
2904,たんす,,n,chest of drawers
2905,ダンス,,"n,vs",dance
2906,たんすい,淡水,n,fresh water
2907,だんすい,断水,n,water outage
2908,たんすう,単数,n,singular (number)
2909,だんせい,男性,n,"male, man"
2910,だんたい,団体,n,"organization, association"
2911,だんだん,,"adv,n","gradually, by degrees"
2912,だんち,団地,n,multi-unit apartments
2913,だんてい,断定,"n,vs","conclusion, decision"
2914,たんとう,担当,"n,vs",(in) charge
2915,たんなる,単なる,adj-pn,"mere, simple, sheer"
2916,たんに,単に,"adv,n","simply, merely, only, solely"
2917,たんぺん,短編,n,"short (e.g. story, film)"
2918,だんぼう,暖房,n,heating
2919,ち,血,n,"blood, consanguinity"
2920,ち,地,"n,n-suf",earth
2921,ちい,地位,n,"(social) position, status"
2922,ちいき,地域,n,"area, region"
2923,ちいさい,小さい,adj,"small, little, tiny"
2924,チーズ,,n,cheese
2925,チーム,,n,team
2926,ちえ,知恵,n,"wisdom, wit, sagacity, sense, intelligence, advice"
2927,ちか,地下,n,"basement, underground"
2928,ちかい,近い,"adj,suf","near, close by, short"
2929,ちがい,違い,"n,n-suf","difference, discrepancy"
2930,ちがいない,違いない,"adj,exp","(phrase) sure, no mistaking it, for certain"
2931,ちかう,誓う,v5u,"to swear, to vow, to take an oath, to pledge"
2932,ちがう,違う,v5u,to differ (from)
2933,ちかく,近く,"n-adv,n","near, neighbourhood, vicinity"
2934,ちかごろ,近頃,"n-adv,n-t","lately, recently, nowadays"
2935,ちかすい,地下水,n,underground water
2936,ちかぢか,近々,adv,"nearness, before long"
2937,ちかづける,近付ける,v1,"to bring near, to put close, to let come near, to associate with"
2938,ちかてつ,地下鉄,n,"underground train, subway"
2939,ちかよる,近寄る,v5r,"to approach, to draw near"
2940,ちから,力,n-suf,"strength, power"
2941,ちからづよい,力強い,adj,"reassuring, emboldened"
2942,ちきゅう,地球,"adj-no,n",the earth
2943,ちぎる,,v5r,"to cut up fine, to pick (fruit)"
2944,ちく,地区,n,"district, section, sector"
2945,ちこく,遅刻,"n,vs","lateness, late coming"
2946,ちじ,知事,n,prefectural governor
2947,ちしき,知識,n,"knowledge, information"
2948,ちしつ,地質,n,geological features
2949,ちじん,知人,n,"friend, acquaintance"
2950,ちず,地図,n,map
2951,ちたい,地帯,n,"area, zone"
2952,ちち,父,n,(hum) father
2953,ちちおや,父親,n,father
2954,ちぢむ,縮む,v5m,"to shrink, to be contracted"
2955,ちぢめる,縮める,v1,"to shorten, to reduce, to boil down, to shrink"
2956,ちぢれる,縮れる,v1,"to be wavy, to be curled"
2957,ちっとも,,adv,not at all (neg. verb)
2958,チップ,,n,"(1) gratuity, tip, (2) chip"
2959,ちてん,地点,n,"site, point on a map"
2960,ちのう,知能,n,"intelligence, brains"
2961,ちへいせん,地平線,n,horizon
2962,ちほう,地方,n,"area, locality, district, region, the coast"
2963,ちめい,地名,n,place name
2964,ちゃ,茶,n,tea
2965,ちゃいろ,茶色,n,"light brown, tawny"
2966,ちゃいろい,茶色い,,
2967,~ちゃく,~着,,counter for suits of clothing
2968,ちゃくちゃく,着々,adv,steadily
2969,ちゃわん,茶碗,n,"rice bowl, tea cup, teacup"
2970,~ちゃん,,,
2971,チャンス,,n,"chance, opportunity"
2972,ちゃんと,,"adv,n","perfectly, properly, exactly"
2973,ちゅう,中,n,"inside, middle, among"
2974,ちゅう,注,"n,vs","annotation, explanatory note"
2975,~ちゅう,~中,,
2976,~じゅう,~中,,
2977,ちゅうい,注意,"n,vs","caution, being careful, attention (heed), warning, advice"
2978,ちゅうおう,中央,n,"centre, central, center, middle"
2979,ちゅうがく,中学,n,"middle school, junior high school"
2980,ちゅうかん,中間,"n-adv,n","middle, midway, interim"
2981,ちゅうこ,中古,n-t,"(1) used, second-hand, old"
2982,ちゅうし,中止,"n,vs","suspension, stoppage, discontinuance, interruption"
2983,ちゅうしゃ,注射,"n,vs",injection
2984,ちゅうしゃ,駐車,n,parking (e.g. car)
2985,ちゅうじゅん,中旬,"n-adv,n-t",second third of a month
2986,ちゅうしょう,抽象,"adj-na,n",abstract
2987,ちゅうしょく,昼食,n,"lunch, midday meal"
2988,ちゅうしん,中心,n,"center, core, heart, pivot, emphasis, balance"
2989,ちゅうせい,中世,"n-adv,n-t","Middle Ages, mediaeval times"
2990,ちゅうせい,中性,n,"neuter gender, neutral (chem.), indifference, sterility"
2991,ちゅうと,中途,n,"in the middle, half-way"
2992,ちゅうねん,中年,n,middle-aged
2993,ちゅうもく,注目,"n,vs","notice, attention, observation"
2994,ちゅうもん,注文,"n,vs","order, request"
2995,ちょう~,長~,,
2996,~ちょう,~庁,,
2997,~ちょう,~兆,,
2998,~ちょう,~町,,
2999,~ちょう,~長,,
3000,~ちょう,~帳,,
3001,ちょうか,超過,"n,vs","excess, being more than"
3002,ちょうき,長期,"n-adv,n-t",long time period
3003,ちょうこく,彫刻,n,"carving, engraving, sculpture"
3004,ちょうさ,調査,"n,vs","investigation, examination, inquiry, survey"
3005,ちょうし,調子,n,"tune, tone, key"
3006,ちょうしょ,長所,n,"(1) strong point, merit, (2) advantage"
3007,ちょうじょ,長女,n,eldest daughter
3008,ちょうじょう,頂上,n,"top, summit, peak"
3009,ちょうせい,調整,"n,vs","regulation, adjustment, tuning"
3010,ちょうせつ,調節,"n,vs","regulation, adjustment, control"
3011,ちょうだい,,"int,vs","(1) please do for me (preceded by -te), (2) reception, being given, get"
3012,ちょうたん,長短,n,"length, long and short, +-"
3013,ちょうてん,頂点,n,"top, summit"
3014,ちょうど,,n,"supplies, furniture, fixtures"
3015,ちょうなん,長男,n,eldest son
3016,ちょうほうけい,長方形,n,"rectangle, oblong"
3017,ちょうみりょう,調味料,n,"condiment, seasoning"
3018,~ちょうめ,~丁目,,
3019,チョーク,,n,"chock, chalk"
3020,ちょきん,貯金,"n,vs",(bank) savings
3021,ちょくご,直後,"n-adv,n-t",immediately following
3022,ちょくせつ,直接,"adj-na,n-adv","direct, immediate, personal, firsthand"
3023,ちょくせん,直線,n,straight line
3024,ちょくぜん,直前,"n-adv,n-t",just before
3025,ちょくつう,直通,n,direct communication
3026,ちょくりゅう,直流,n,direct current
3027,ちょしゃ,著者,n,"author, writer"
3028,ちょぞう,貯蔵,n,"storage, preservation"
3029,ちょっかく,直角,n,right angle
3030,ちょっけい,直径,n,diameter
3031,ちょっと,,"adv,int","just a minute, a short time, a while, just a little"
3032,ちらかす,散らかす,v5s,"to scatter around, to leave untidy"
3033,ちらかる,散らかる,v5r,"to be in disorder, to lie scattered around"
3034,ちらす,散らす,v5s,"to scatter, to disperse, to distribute"
3035,ちり,地理,n,geography
3036,ちりがみ,塵紙,n,"tissue paper, toilet paper"
3037,ちる,散る,v5r,"to fall, to scatter (e.g. blossoms)"
3038,ついに,遂に,adv,"finally, at last"
3039,ついか,追加,"n,vs","addition, supplement, appendix"
3040,ついたち,一日,n,(1) first of month
3041,~ついて,,,
3042,ついで,,n,"opportunity, occasion"
3043,~つう,~通,,
3044,つうか,通過,"n,vs","passage through, passing"
3045,つうか,通貨,n,currency
3046,つうがく,通学,n,commuting to school
3047,つうきん,通勤,"n,vs",commuting to work
3048,つうこう,通行,"n,vs","passage, passing"
3049,つうじる,通じる,v1,"to run to, to lead to, to communicate, to understand"
3050,つうずる,通ずる,,
3051,つうしん,通信,"n,vs","correspondence, communication, news, signal"
3052,つうち,通知,"n,vs","notice, notification"
3053,つうちょう,通帳,n,passbook
3054,つうやく,通訳,"n,vs",interpretation
3055,つうよう,通用,"n,vs","popular use, circulation"
3056,つうろ,通路,n,"passage, pathway"
3057,~づかい,~遣い,,
3058,つかう,使う,v5u,"to use, to handle, to manipulate, to employ"
3059,つかまえる,捕まえる,v1,"to catch, to arrest, to seize"
3060,つかまる,捕まる,v5r,"to be caught, to be arrested"
3061,つかむ,掴む,v5m,"to seize, to catch, to grasp"
3062,つかれ,疲れ,n,"tiredness, fatigue"
3063,つかれる,疲れる,v1,"to get tired, to tire"
3064,つき,月,n-t,"moon, month"
3065,つき,月,n-t,"moon, month"
3066,~つき,~付,,
3067,つぎ,次,n,"next, stage station, stage, subsequent"
3068,つきあい,付き合い,n,"association, socializing, fellowship"
3069,つきあう,付合う,v5u,"to associate with, to keep company with, to get on with"
3070,つきあたり,突き当たり,n,end (e.g. of street)
3071,つきあたる,突き当たる,v5r,"to run into, to collide with"
3072,つぎつぎ,次々,"adv,n","in succession, one by one"
3073,つきひ,月日,n,"time, years, days"
3074,つく,付く,"v5k,vi","to adjoin, to be attached, to adhere"
3075,つく,着く,v5k,"to arrive at, to reach"
3076,つく,就く,v5k,"to settle in (place), to take (seat, position), to study (under teacher)"
3077,つく,点く,v5k,"to catch fire, (electricity) comes on"
3078,つく,突く,v5k,"(1) to thrust, to strike, (2) to poke"
3079,つぐ,次ぐ,v5g,"to rank next to, to come after"
3080,つぐ,注ぐ,v5g,"to pour (into), to irrigate, to pay"
3081,つくえ,机,n,desk
3082,つくる,作る/造る,v5r,"to make, to create"
3083,つける,付ける,"v1,vt","to attach, to join, to add, to append"
3084,つける,着ける,"v1,vt","(1) to attach, to join, to add, to append"
3085,つける,点ける,v1,"to turn on, to switch on, to light up"
3086,つける,浸ける,v1,"to dip in, to soak"
3087,つける,漬ける,v1,"to soak, to moisten, to pickle"
3088,つごう,都合,"adv,n","circumstances, condition, convenience"
3089,つたえる,伝える,v1,"to convey, to report, to transmit, to communicate"
3090,つたわる,伝わる,v5r,"to be handed down, to be introduced, to be transmitted"
3091,つち,土,n,"earth, soil"
3092,つづき,続き,"n,n-suf","sequel, continuation"
3093,つづく,続く,"v5k,vi",to be continued
3094,~つづく,~続く,,
3095,つづける,続ける,"v1,vt","to continue, to keep up, to keep on"
3096,~つづける,~続ける,,
3097,つっこむ,突っ込む,v5m,"to plunge into, to go into deeply"
3098,つつみ,包み,n,"bundle, package, parcel, bale"
3099,つつむ,包む,v5m,"to be engulfed in, to be enveloped by, to wrap up"
3100,つとめ,勤め,n,"(1) service, duty, business, responsibility, task, (2) Buddhist religious services"
3101,つとめ,務め,n,"(1) service, duty, (2) Buddhist religious services"
3102,つとめる,勤める,v1,"to serve, to fill a post, to serve under, to work (for)"
3103,つとめる,務める,v1,"(1) to serve, to fill a post, to serve under, to work (for)"
3104,つとめる,努める,v1,"(1) to serve, to fill a post, to serve under, to work (for)"
3105,つな,綱,n,rope
3106,つながり,繋がり,n,"connection, link, relationship"
3107,つながる,繋がる,v5r,"to be tied together, to be connected to, to be related to"
3108,つなぐ,繋ぐ,v5g,"to tie, to fasten, to connect, to transfer (phone call)"
3109,つなげる,繋げる,v1,to connect
3110,つねに,常に,adv,"always, constantly"
3111,つばさ,翼,n,wings
3112,つぶ,粒,"n,n-suf",grain
3113,つぶす,潰す,v5s,"to smash, to waste"
3114,つぶれる,潰れる,v1,"to be smashed, to go bankrupt"
3115,つま,妻,n,(hum) wife
3116,つまずく,,v5k,"to stumble, to trip"
3117,つまらない,,adj,"insignificant, boring, trifling"
3118,つまり,,"adv,n","in short, in brief, in other words"
3119,つまる,詰まる,v5r,"to be blocked, to be packed"
3120,つみ,罪,"adj-na,n","crime, fault, indiscretion"
3121,つむ,積む,v5m,"to pile up, to stack"
3122,つめ,爪,n,"fingernail or toenail, claw, talon, hoof"
3123,つめたい,冷たい,adj,"cold (to the touch), chilly, icy, freezing, coldhearted"
3124,つめる,詰める,v1,"to pack, to shorten, to work out (details)"
3125,つもり,,n,"intention, plan"
3126,つもる,積もる,v5r,to pile up
